826.67944       1129000.0
841.05206       2059000.0
842.69629       2106000.0
848.06873       31400.000
852.37836       1207000.0
857.54755       15500.000
867.03253       394000.00
887.12683       10100.000
897.01019       41000.000
905.07336       51000.000
912.54712       2618000.0
922.70306       1427000.0
926.87494       20800.000
935.67865       214000.00
940.16675       94000.000
966.04352       1833000.0
970.32233       26600.000
974.91351       53000.000
978.71863       605000.00
1004.2115       13400.000
1005.4796       15200.000
1047.2922       570000.00
1067.6489       316000.00
1072.9865       52000.000
1088.3923       19200.000
1095.3727       16300.000
1108.1903       33600.000
1123.3329       49000.000
1135.7822       26600.000
1139.6821       19500.000
1144.4965       43000.000
1147.0685       14900.000
1149.1254       138000.00
1167.1904       148000.00
1172.2697       31300.000
1173.6443       18400.000
1188.7733       12000.000
1211.5641       207000.00
1214.3062       157000.00
1234.6771       101000.00
1235.9674       46000.000
1240.6222       409000.00
1242.2788       12800.000
1244.2726       555000.00
1245.9523       298000.00
1249.1079       495000.00
1270.5757       266000.00
1273.6901       62000.000
1274.9719       43000.000
1280.6241       259000.00
1293.6732       72000.000
1296.0204       576000.00
1301.1823       221000.00
1321.7607       229000.00
1327.6266       651000.00
1331.6851       448000.00
1333.3763       16500.000 
1337.0768       815000.00
1341.0256       142000.00
1350.7883       1079000.0
1354.7905       22500.000
1357.7328       37000.000
1360.3053       63000.000
1362.6384       479000.00
1368.2290       342000.00
1372.2328       1515000.0
1382.9495       100000.00 
1391.4364       91000.000
1409.7494       270000.00
1460.0464       30800.000
1463.8414       55000.000
1465.4353       59000.000
1469.7026       13500.000
1474.3168       10700.000
1505.0618       208000.00
1517.6836       53000.000
1530.6066       81000.000
1533.3535       21400.000
1540.6853       17300.000
1590.4031       25600.000
1599.3859       59000.000
1618.4441       9500.0000
1644.1069       37400.000
1652.4379       48000.000
1674.4648       21700.000
1694.5212       405000.00
1744.9667       21300.000
1782.8864       11900.000
1791.9619       116000.00
