9.000000000000000000e+02 3.448962233960628510e-03
9.000200195312500000e+02 3.538397839292883873e-03
9.000399780273437500e+02 3.629104001447558403e-03
9.000599975585937500e+02 3.720422508195042610e-03
9.000800170898437500e+02 3.811641829088330269e-03
9.000999755859375000e+02 3.902001306414604187e-03
9.001198730468750000e+02 3.990700468420982361e-03
9.001400146484375000e+02 4.076909739524126053e-03
9.001599731445312500e+02 4.159790463745594025e-03
9.001799926757812500e+02 4.238502122461795807e-03
9.002000122070312500e+02 4.312208388000726700e-03
9.002199707031250000e+02 4.380093887448310852e-03
9.002399902343750000e+02 4.441382829099893570e-03
9.002598876953125000e+02 4.495349247008562088e-03
9.002800292968750000e+02 4.541334230452775955e-03
9.002999877929687500e+02 4.578752443194389343e-03
9.003200073242187500e+02 4.607107955962419510e-03
9.003400268554687500e+02 4.626001697033643723e-03
9.003599853515625000e+02 4.635139834135770798e-03
9.003798828125000000e+02 4.634339362382888794e-03
9.004000244140625000e+02 4.623533226549625397e-03
9.004199218750000000e+02 4.602770321071147919e-03
9.004400024414062500e+02 4.572215490043163300e-03
9.004600219726562500e+02 4.532148130238056183e-03
9.004799804687500000e+02 4.482954740524291992e-03
9.005000000000000000e+02 4.425124730914831161e-03
9.005200195312500000e+02 4.359237384051084518e-03
9.005399780273437500e+02 4.285956732928752899e-03
9.005598754882812500e+02 4.206014797091484070e-03
9.005800170898437500e+02 4.120199941098690033e-03
9.005999755859375000e+02 4.029342439025640488e-03
9.006199951171875000e+02 3.934301901608705521e-03
9.006400146484375000e+02 3.835957031697034836e-03
9.006599731445312500e+02 3.735189791768789291e-03
9.006799926757812500e+02 3.632869571447372437e-03
9.007000122070312500e+02 3.529836656525731087e-03
9.007199707031250000e+02 3.426893381401896477e-03
9.007399902343750000e+02 3.324798541143536568e-03
9.007600097656250000e+02 3.224254585802555084e-03
9.007800292968750000e+02 3.125902963802218437e-03
9.007999877929687500e+02 3.030319232493638992e-03
9.008198852539062500e+02 2.938006073236465454e-03
9.008400268554687500e+02 2.849391428753733635e-03
9.008599243164062500e+02 2.764829201623797417e-03
9.008800048828125000e+02 2.684600185602903366e-03
9.009000244140625000e+02 2.608912298455834389e-03
9.009199829101562500e+02 2.537904540076851845e-03
9.009400024414062500e+02 2.471652114763855934e-03
9.009600219726562500e+02 2.410169458016753197e-03
9.009799804687500000e+02 2.353416988626122475e-03
9.009998779296875000e+02 2.301306929439306259e-03
9.010200195312500000e+02 2.253709826618432999e-03
9.010399780273437500e+02 2.210459206253290176e-03
9.010599975585937500e+02 2.171359490603208542e-03
9.010800170898437500e+02 2.136191818863153458e-03
9.010999755859375000e+02 2.104719635099172592e-03
9.011198730468750000e+02 2.076693810522556305e-03
9.011400146484375000e+02 2.051858231425285339e-03
9.011599731445312500e+02 2.029953524470329285e-03
9.011799926757812500e+02 2.010721480473875999e-03
9.012000122070312500e+02 1.993905985727906227e-03
9.012199707031250000e+02 1.979259075596928596e-03
9.012399902343750000e+02 1.966547919437289238e-03
9.012598876953125000e+02 1.955553889274597168e-03
9.012800292968750000e+02 1.946065574884414673e-03
9.012999267578125000e+02 1.937884953804314137e-03
9.013200073242187500e+02 1.930829836055636406e-03
9.013400268554687500e+02 1.924734329804778099e-03
9.013599853515625000e+02 1.919447910040616989e-03
9.013800048828125000e+02 1.914835534989833832e-03
9.014000244140625000e+02 1.910777180455625057e-03
9.014199829101562500e+02 1.907167956233024597e-03
9.014398803710937500e+02 1.903916127048432827e-03
9.014600219726562500e+02 1.900943927466869354e-03
9.014799804687500000e+02 1.898185815662145615e-03
9.015000000000000000e+02 1.895588357001543045e-03
9.015200195312500000e+02 1.893109292723238468e-03
9.015399780273437500e+02 1.890715211629867554e-03
9.015598754882812500e+02 1.888386788778007030e-03
9.015800170898437500e+02 1.886110985651612282e-03
9.015999755859375000e+02 1.883880351670086384e-03
9.016199951171875000e+02 1.881688134744763374e-03
9.016400146484375000e+02 1.879487419500946999e-03
9.016599731445312500e+02 1.877275295555591583e-03
9.016799926757812500e+02 1.875193906016647816e-03
9.017000122070312500e+02 1.873210654594004154e-03
9.017199707031250000e+02 1.871425076387822628e-03
9.017399291992187500e+02 1.869893865659832954e-03
9.017600097656250000e+02 1.868545077741146088e-03
9.017800292968750000e+02 1.867374638095498085e-03
9.017999877929687500e+02 1.866405829787254333e-03
9.018200073242187500e+02 1.865660771727561951e-03
9.018400268554687500e+02 1.865157973952591419e-03
9.018599853515625000e+02 1.864911988377571106e-03
9.018798828125000000e+02 1.864932477474212646e-03
9.019000244140625000e+02 1.865223632194101810e-03
9.019199829101562500e+02 1.865782891400158405e-03
9.019400024414062500e+02 1.866600592620670795e-03
9.019600219726562500e+02 1.867661252617835999e-03
9.019799804687500000e+02 1.868947641924023628e-03
9.019998779296875000e+02 1.870439038611948490e-03
9.020200195312500000e+02 1.872108550742268562e-03
9.020399780273437500e+02 1.873923698440194130e-03
9.020599975585937500e+02 1.875848043709993362e-03
9.020800170898437500e+02 1.877841539680957794e-03
9.020999755859375000e+02 1.879861694760620594e-03
9.021199951171875000e+02 1.881871256045997143e-03
9.021400146484375000e+02 1.883831690065562725e-03
9.021599731445312500e+02 1.885702484287321568e-03
9.021798706054687500e+02 1.887444523163139820e-03
